               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.026933,            0.016235,           0.0038639,              0.9556,             0.92081,             0.95039,             0.70756,            0.021532,            0.010025,           0.0036267,           0.0026558,           0.0026558,           0.0026558
                 156,            0.027206,            0.016719,           0.0041832,             0.95269,             0.92416,             0.95131,             0.71167,            0.021416,             0.01003,           0.0038513,           0.0026322,           0.0026322,           0.0026322
                 157,            0.027387,            0.016553,           0.0040136,             0.94515,             0.92564,             0.95085,             0.70682,            0.021204,            0.010059,           0.0039765,           0.0026087,           0.0026087,           0.0026087
                 158,            0.026879,            0.016338,           0.0038921,              0.9363,             0.93626,             0.95202,             0.71114,            0.021108,            0.010051,           0.0037748,           0.0025852,           0.0025852,           0.0025852
                 159,            0.027052,              0.0168,           0.0038233,              0.9343,             0.92756,             0.95049,              0.7156,             0.02127,            0.010014,            0.004052,           0.0025617,           0.0025617,           0.0025617
                 160,            0.026447,            0.016323,           0.0038706,             0.94326,             0.92091,              0.9522,             0.71146,            0.021267,            0.010013,           0.0040293,           0.0025383,           0.0025383,           0.0025383
                 161,            0.027059,            0.016796,              0.0037,             0.92393,             0.94038,             0.95571,             0.71796,            0.021066,            0.010056,            0.003695,           0.0025148,           0.0025148,           0.0025148
                 162,             0.02721,            0.016725,           0.0037649,             0.95718,             0.90875,             0.95551,             0.71236,            0.021201,            0.010042,           0.0034476,           0.0024914,           0.0024914,           0.0024914
                 163,            0.026395,            0.016274,           0.0035398,             0.95664,             0.90613,             0.95623,             0.71577,            0.021033,           0.0099854,           0.0035443,            0.002468,            0.002468,            0.002468
                 164,            0.027036,            0.016471,           0.0038436,             0.92095,             0.93229,             0.95381,             0.70828,            0.021143,            0.010024,            0.003893,           0.0024446,           0.0024446,           0.0024446
                 165,            0.026223,            0.015967,           0.0037616,             0.92462,             0.92318,             0.95381,             0.71081,            0.021239,            0.010055,           0.0037973,           0.0024213,           0.0024213,           0.0024213
                 166,            0.026635,            0.016703,           0.0036493,             0.95478,             0.91013,             0.95392,               0.713,            0.021335,             0.01003,           0.0036707,            0.002398,            0.002398,            0.002398
                 167,            0.026903,            0.017164,            0.003962,             0.94354,             0.91531,             0.95149,             0.70953,            0.021429,           0.0099974,           0.0038766,           0.0023748,           0.0023748,           0.0023748
                 168,            0.026616,            0.016421,           0.0037905,             0.93242,             0.91971,             0.95203,             0.71142,            0.021341,           0.0099374,           0.0040678,           0.0023516,           0.0023516,           0.0023516
                 169,            0.026074,            0.015928,           0.0036715,             0.93282,             0.92408,             0.95211,             0.71613,            0.021242,           0.0099124,           0.0038913,           0.0023284,           0.0023284,           0.0023284
                 170,            0.026475,            0.016237,           0.0036647,             0.93899,             0.91785,              0.9508,             0.70888,            0.021417,            0.010003,           0.0038698,           0.0023053,           0.0023053,           0.0023053
                 171,            0.026451,            0.016249,           0.0037809,             0.94476,             0.92481,              0.9478,             0.71052,            0.021285,            0.010139,           0.0039444,           0.0022822,           0.0022822,           0.0022822
                 172,            0.026343,            0.016089,           0.0035307,             0.94897,             0.92172,             0.95245,             0.71374,            0.021065,            0.010081,           0.0036893,           0.0022592,           0.0022592,           0.0022592
                 173,            0.026174,            0.015785,           0.0035109,             0.94532,             0.92434,             0.95088,             0.71293,            0.020999,            0.009978,           0.0038488,           0.0022362,           0.0022362,           0.0022362
                 174,            0.026131,            0.016513,            0.003679,             0.95221,             0.91242,             0.95225,             0.71596,            0.020994,           0.0099854,           0.0037876,           0.0022133,           0.0022133,           0.0022133
                 175,            0.026183,            0.016108,           0.0034673,              0.9443,              0.9206,             0.95323,             0.71715,            0.021172,            0.010002,           0.0035719,           0.0021904,           0.0021904,           0.0021904
                 176,            0.026252,            0.016292,           0.0035673,             0.95587,             0.91921,             0.95412,             0.71392,            0.021212,           0.0099682,            0.003593,           0.0021677,           0.0021677,           0.0021677
                 177,            0.026233,            0.016001,           0.0035298,             0.95657,             0.92137,             0.95469,             0.71256,            0.021239,            0.010002,           0.0035186,           0.0021449,           0.0021449,           0.0021449
                 178,            0.026012,            0.015883,           0.0034443,             0.95463,             0.92743,             0.95326,             0.71165,             0.02125,           0.0099839,           0.0035697,           0.0021223,           0.0021223,           0.0021223
                 179,            0.026217,            0.015929,           0.0035169,             0.94925,              0.9221,             0.95047,             0.70713,            0.021332,            0.010073,           0.0037975,           0.0020997,           0.0020997,           0.0020997
                 180,            0.026098,            0.016145,           0.0029909,             0.94488,             0.93113,              0.9513,             0.71809,             0.02137,           0.0099789,           0.0037229,           0.0020772,           0.0020772,           0.0020772
                 181,            0.025948,            0.015857,           0.0033691,             0.94029,             0.92763,             0.95304,             0.71376,            0.021337,           0.0099643,           0.0036147,           0.0020547,           0.0020547,           0.0020547
                 182,            0.025765,            0.015959,           0.0035801,              0.9623,             0.91391,             0.95615,             0.71641,            0.021171,           0.0099339,           0.0034022,           0.0020323,           0.0020323,           0.0020323
                 183,            0.025778,            0.016003,           0.0033672,             0.94279,             0.93325,             0.95389,             0.71807,            0.021016,            0.009893,           0.0036277,           0.0020101,           0.0020101,           0.0020101
                 184,            0.025841,             0.01597,           0.0036635,             0.94427,             0.92784,             0.95312,             0.71799,            0.021014,           0.0099442,           0.0036377,           0.0019878,           0.0019878,           0.0019878
                 185,            0.025734,            0.016039,            0.003358,             0.94922,             0.93142,             0.95114,             0.72094,            0.020932,           0.0098776,           0.0038123,           0.0019657,           0.0019657,           0.0019657
                 186,            0.026312,            0.016325,           0.0036273,              0.9498,             0.93021,             0.95202,             0.72371,            0.020942,           0.0098579,           0.0038968,           0.0019437,           0.0019437,           0.0019437
                 187,            0.025771,            0.015645,           0.0034803,              0.9417,             0.93205,             0.95383,             0.72774,            0.021057,           0.0099122,           0.0039056,           0.0019217,           0.0019217,           0.0019217
                 188,            0.025544,            0.015882,           0.0031881,             0.96003,             0.91478,             0.95087,             0.72338,            0.021084,           0.0099927,           0.0041247,           0.0018999,           0.0018999,           0.0018999
                 189,            0.025834,            0.016108,           0.0035047,             0.95546,             0.91598,             0.95274,             0.72081,            0.021146,            0.010044,           0.0041169,           0.0018781,           0.0018781,           0.0018781
                 190,             0.02577,            0.016189,           0.0036515,             0.95146,             0.92142,             0.95297,             0.72227,            0.021097,            0.010009,            0.004277,           0.0018564,           0.0018564,           0.0018564
                 191,            0.025719,            0.015471,           0.0034697,             0.95649,              0.9164,             0.95226,             0.72252,            0.021026,           0.0099689,           0.0041446,           0.0018348,           0.0018348,           0.0018348
                 192,            0.025381,            0.016093,           0.0034682,             0.93591,             0.92365,             0.95259,              0.7232,            0.021083,           0.0099542,           0.0040744,           0.0018134,           0.0018134,           0.0018134
                 193,            0.025569,             0.01575,           0.0032654,             0.96075,             0.91469,             0.95225,             0.72298,            0.020941,           0.0099509,           0.0041079,            0.001792,            0.001792,            0.001792
                 194,            0.025508,            0.015795,           0.0034963,             0.94818,             0.92626,             0.95436,             0.72331,            0.020885,           0.0099287,           0.0040176,           0.0017707,           0.0017707,           0.0017707
                 195,            0.024823,              0.0155,           0.0032267,             0.95425,             0.91589,             0.95343,             0.72265,            0.020932,           0.0099505,           0.0040529,           0.0017496,           0.0017496,           0.0017496
                 196,            0.025721,            0.015792,           0.0034062,             0.94647,              0.9177,             0.95434,             0.72263,            0.020941,           0.0099782,           0.0039867,           0.0017285,           0.0017285,           0.0017285
                 197,            0.025437,            0.015419,           0.0033436,             0.94486,             0.92603,              0.9562,             0.72297,            0.020959,           0.0099368,           0.0037209,           0.0017076,           0.0017076,           0.0017076
                 198,             0.02518,            0.015661,           0.0033676,             0.96027,             0.91964,             0.95687,             0.72341,            0.020823,           0.0099259,           0.0036154,           0.0016868,           0.0016868,           0.0016868
                 199,            0.025312,            0.015587,           0.0034133,             0.94302,             0.93532,             0.95594,             0.72647,            0.020802,           0.0098798,           0.0036186,           0.0016661,           0.0016661,           0.0016661
                 200,            0.025334,            0.015516,           0.0032488,             0.94753,             0.93163,              0.9556,             0.72206,            0.020735,            0.009893,           0.0036552,           0.0016455,           0.0016455,           0.0016455
                 201,            0.025086,            0.015377,           0.0031615,             0.94773,              0.9336,             0.95472,             0.72387,            0.020717,           0.0099083,           0.0035632,            0.001625,            0.001625,            0.001625
                 202,            0.025082,            0.015417,           0.0031493,              0.9498,             0.92844,             0.95521,             0.72494,             0.02072,           0.0099153,           0.0035814,           0.0016047,           0.0016047,           0.0016047
                 203,            0.025098,            0.015737,           0.0033156,             0.93807,             0.93688,             0.95577,             0.72921,            0.020776,             0.01003,           0.0035604,           0.0015844,           0.0015844,           0.0015844
                 204,            0.024934,            0.015494,           0.0033133,             0.94391,              0.9331,             0.95665,             0.72862,            0.020811,           0.0099887,            0.003534,           0.0015643,           0.0015643,           0.0015643
                 205,            0.024702,            0.015293,           0.0032628,             0.95312,             0.92688,             0.95612,             0.72667,            0.020816,           0.0099895,            0.003609,           0.0015444,           0.0015444,           0.0015444
                 206,            0.024777,            0.015582,           0.0030683,             0.95096,             0.92684,             0.95499,             0.72548,            0.020833,           0.0099626,           0.0037136,           0.0015246,           0.0015246,           0.0015246
                 207,            0.024885,            0.015819,           0.0031829,             0.95191,             0.93332,             0.95509,             0.72278,            0.020892,            0.009963,            0.003668,           0.0015049,           0.0015049,           0.0015049
                 208,            0.024634,            0.015376,            0.002835,             0.94761,             0.93521,             0.95348,             0.72202,            0.020933,           0.0099831,           0.0036723,           0.0014853,           0.0014853,           0.0014853
                 209,            0.024956,            0.015138,           0.0033039,             0.95739,             0.92721,             0.95292,             0.72376,            0.020891,           0.0099989,           0.0035524,           0.0014659,           0.0014659,           0.0014659
                 210,            0.025083,            0.015927,           0.0031687,             0.94705,             0.93478,             0.95356,             0.72644,            0.020851,            0.009987,           0.0036091,           0.0014466,           0.0014466,           0.0014466
                 211,            0.025021,            0.015636,           0.0030891,             0.95054,             0.92882,              0.9526,              0.7234,            0.020871,            0.010026,           0.0038024,           0.0014275,           0.0014275,           0.0014275
                 212,            0.024482,            0.015195,           0.0032279,             0.94495,             0.92709,             0.95108,             0.72365,            0.020894,             0.01005,           0.0040235,           0.0014085,           0.0014085,           0.0014085
                 213,            0.024557,            0.015005,            0.003176,             0.94493,             0.92606,             0.95132,             0.72328,            0.020866,            0.010037,           0.0040183,           0.0013897,           0.0013897,           0.0013897
                 214,            0.024639,            0.015644,           0.0032272,             0.94045,             0.92987,             0.95251,             0.72075,            0.020865,            0.010035,           0.0039858,            0.001371,            0.001371,            0.001371
                 215,            0.024303,            0.015202,           0.0029956,             0.94618,             0.92895,              0.9534,              0.7225,            0.020827,            0.010024,           0.0038615,           0.0013524,           0.0013524,           0.0013524
                 216,             0.02467,            0.015175,           0.0031143,             0.94468,             0.93469,             0.95188,             0.72169,            0.020814,           0.0099712,           0.0038705,            0.001334,            0.001334,            0.001334
                 217,            0.024413,            0.015421,           0.0029744,             0.94692,             0.93487,             0.95089,             0.72025,            0.020761,           0.0099717,           0.0038515,           0.0013158,           0.0013158,           0.0013158
                 218,            0.024264,            0.015248,            0.002878,             0.94589,             0.93766,             0.95047,             0.72166,            0.020753,            0.010003,           0.0038536,           0.0012977,           0.0012977,           0.0012977
                 219,            0.024695,            0.015603,           0.0031111,             0.94564,             0.93561,             0.95051,             0.72236,            0.020724,            0.010034,           0.0039305,           0.0012798,           0.0012798,           0.0012798
                 220,            0.023834,            0.014532,           0.0030348,             0.95522,             0.92261,             0.95096,             0.72407,            0.020714,            0.010021,           0.0039926,            0.001262,            0.001262,            0.001262
                 221,            0.024128,             0.01518,           0.0029656,             0.95912,             0.91787,             0.95197,             0.72407,            0.020683,            0.010009,            0.004088,           0.0012445,           0.0012445,           0.0012445
                 222,            0.024355,            0.015499,           0.0028467,             0.95929,              0.9202,             0.95243,             0.72426,            0.020696,            0.010028,           0.0040593,            0.001227,            0.001227,            0.001227
                 223,            0.024561,            0.015294,           0.0031912,             0.95847,             0.92206,             0.95157,             0.72513,            0.020712,            0.010004,           0.0040901,           0.0012098,           0.0012098,           0.0012098
                 224,            0.024332,            0.015079,           0.0029592,             0.96413,             0.91832,             0.95137,             0.72653,            0.020654,           0.0099878,           0.0041043,           0.0011927,           0.0011927,           0.0011927
                 225,             0.02464,            0.015512,           0.0030495,             0.96018,             0.92081,              0.9504,             0.72461,             0.02066,            0.010012,           0.0041212,           0.0011758,           0.0011758,           0.0011758
                 226,            0.024246,            0.014805,           0.0029998,             0.95888,             0.92137,             0.94986,             0.72264,             0.02065,            0.010013,           0.0041638,            0.001159,            0.001159,            0.001159
                 227,            0.023779,            0.014428,           0.0027903,             0.95833,             0.92214,             0.94938,             0.72315,            0.020685,            0.010028,            0.004158,           0.0011424,           0.0011424,           0.0011424
                 228,            0.024031,            0.014964,           0.0031419,             0.94231,              0.9356,             0.94963,             0.72352,             0.02068,            0.010012,           0.0041722,            0.001126,            0.001126,            0.001126
                 229,            0.024101,            0.015167,           0.0029009,             0.94215,             0.93627,             0.95019,             0.72316,            0.020682,            0.010006,           0.0041556,           0.0011098,           0.0011098,           0.0011098
                 230,            0.024203,            0.014882,           0.0028336,             0.94185,             0.93671,             0.95156,             0.72391,            0.020713,           0.0099903,            0.004099,           0.0010938,           0.0010938,           0.0010938
                 231,            0.023964,            0.015011,           0.0031159,             0.94923,             0.93475,             0.95374,              0.7241,            0.020742,           0.0099891,           0.0040188,           0.0010779,           0.0010779,           0.0010779
                 232,            0.023983,            0.014832,            0.002975,             0.95365,             0.92948,             0.95382,             0.72456,            0.020734,           0.0099609,           0.0039388,           0.0010623,           0.0010623,           0.0010623
                 233,            0.023724,            0.014983,           0.0026425,             0.95414,             0.92869,             0.95509,              0.7285,             0.02072,           0.0099643,           0.0038819,           0.0010468,           0.0010468,           0.0010468
                 234,              0.0239,            0.014687,           0.0029702,              0.9448,             0.93505,             0.95632,             0.72912,            0.020698,           0.0099691,           0.0039182,           0.0010315,           0.0010315,           0.0010315
                 235,            0.023518,            0.014432,           0.0027822,             0.95343,             0.92585,             0.95646,             0.73219,            0.020674,           0.0099629,           0.0040048,           0.0010163,           0.0010163,           0.0010163
                 236,            0.023845,            0.014751,           0.0027492,             0.95218,             0.92175,             0.95638,             0.73321,            0.020661,           0.0099812,           0.0040271,           0.0010014,           0.0010014,           0.0010014
                 237,            0.023641,            0.014447,           0.0027659,             0.94534,               0.926,             0.95627,             0.73359,            0.020649,           0.0099983,           0.0039764,          0.00098669,          0.00098669,          0.00098669
                 238,            0.023545,            0.014497,           0.0027754,             0.95367,              0.9207,             0.95595,              0.7327,            0.020625,           0.0099874,            0.003934,          0.00097215,          0.00097215,          0.00097215
                 239,            0.023515,            0.014167,           0.0026905,             0.95265,             0.92068,             0.95628,             0.73267,            0.020586,           0.0099893,           0.0039421,          0.00095781,          0.00095781,          0.00095781
                 240,            0.023732,             0.01446,           0.0030334,             0.95178,             0.92127,             0.95704,             0.73578,            0.020543,           0.0099926,           0.0038784,          0.00094366,          0.00094366,          0.00094366
                 241,            0.023762,            0.014651,           0.0029147,             0.95824,             0.91695,             0.95721,             0.73593,            0.020545,           0.0099887,           0.0038866,          0.00092971,          0.00092971,          0.00092971
                 242,            0.023894,            0.014864,           0.0028228,             0.94051,             0.93674,             0.95686,             0.73493,            0.020526,           0.0099908,           0.0039133,          0.00091596,          0.00091596,          0.00091596
                 243,            0.023682,            0.014648,           0.0027466,             0.94098,             0.93756,             0.95697,             0.73548,            0.020543,           0.0099916,           0.0038956,          0.00090241,          0.00090241,          0.00090241
                 244,            0.023567,             0.01465,           0.0029747,             0.95317,             0.92852,             0.95618,             0.73407,            0.020559,            0.010016,           0.0039031,          0.00088907,          0.00088907,          0.00088907
                 245,              0.0237,             0.01452,           0.0029834,             0.95337,             0.92947,             0.95689,             0.73271,            0.020553,            0.010036,           0.0038615,          0.00087593,          0.00087593,          0.00087593
                 246,              0.0237,            0.014637,            0.003093,             0.95329,              0.9288,              0.9563,             0.73296,            0.020544,            0.010039,           0.0038903,          0.00086299,          0.00086299,          0.00086299
                 247,            0.023432,            0.014265,           0.0027699,             0.95381,             0.93051,             0.95612,             0.73398,            0.020553,            0.010032,           0.0038776,          0.00085026,          0.00085026,          0.00085026
                 248,            0.023409,            0.014562,           0.0027253,             0.95996,             0.92358,             0.95762,              0.7351,             0.02054,            0.010038,           0.0038367,          0.00083774,          0.00083774,          0.00083774
                 249,            0.023306,            0.014686,           0.0023671,             0.96045,             0.92359,             0.95619,             0.73359,            0.020521,            0.010037,           0.0038159,          0.00082543,          0.00082543,          0.00082543
                 250,            0.023755,            0.015146,           0.0028333,              0.9567,             0.93015,             0.95555,             0.73536,            0.020522,            0.010033,           0.0038188,          0.00081333,          0.00081333,          0.00081333
                 251,            0.023314,            0.014559,           0.0028776,             0.95966,             0.92582,             0.95588,             0.73384,            0.020559,            0.010056,             0.00382,          0.00080144,          0.00080144,          0.00080144
                 252,            0.023516,            0.014555,           0.0027051,             0.95983,             0.92548,             0.95689,             0.73245,            0.020582,            0.010075,           0.0038035,          0.00078977,          0.00078977,          0.00078977
                 253,            0.023169,            0.014577,           0.0026677,             0.95489,             0.92567,             0.95701,             0.73433,            0.020581,            0.010064,            0.003825,          0.00077831,          0.00077831,          0.00077831
                 254,            0.023353,            0.014702,           0.0025836,             0.95822,             0.91989,             0.95712,             0.73549,            0.020563,            0.010051,           0.0038321,          0.00076707,          0.00076707,          0.00076707
                 255,            0.023023,            0.014498,           0.0027425,             0.93914,             0.93629,             0.95657,              0.7353,            0.020538,            0.010028,           0.0038225,          0.00075604,          0.00075604,          0.00075604
                 256,            0.022929,            0.014206,           0.0027871,             0.93926,             0.93469,             0.95847,             0.73497,             0.02053,            0.010017,           0.0037766,          0.00074524,          0.00074524,          0.00074524
                 257,            0.023604,            0.014694,           0.0026972,             0.93963,             0.93453,             0.95839,             0.73507,            0.020523,            0.010027,           0.0037483,          0.00073465,          0.00073465,          0.00073465
                 258,            0.023749,            0.015197,            0.002785,             0.94173,             0.93282,              0.9594,             0.73531,            0.020493,            0.010025,           0.0037778,          0.00072428,          0.00072428,          0.00072428
                 259,            0.023205,            0.014289,           0.0027255,             0.94234,             0.93151,             0.95946,             0.73508,            0.020493,            0.010034,           0.0037763,          0.00071414,          0.00071414,          0.00071414
                 260,            0.023093,             0.01431,           0.0028679,             0.93841,             0.93339,             0.95963,             0.73364,            0.020492,             0.01004,           0.0037775,          0.00070422,          0.00070422,          0.00070422
                 261,            0.023286,            0.014691,           0.0026532,             0.93806,             0.93542,             0.95995,             0.73399,            0.020503,            0.010042,           0.0037478,          0.00069452,          0.00069452,          0.00069452
                 262,            0.023204,            0.014314,           0.0027574,             0.93748,             0.93499,             0.96005,             0.73357,            0.020519,            0.010048,           0.0037464,          0.00068505,          0.00068505,          0.00068505
                 263,            0.022897,            0.014112,           0.0025555,             0.94931,             0.92284,             0.95974,             0.73416,            0.020514,            0.010046,           0.0037831,          0.00067581,          0.00067581,          0.00067581
                 264,            0.023062,            0.014117,           0.0026998,              0.9352,             0.93676,             0.95957,             0.73356,            0.020525,            0.010046,           0.0037802,          0.00066679,          0.00066679,          0.00066679
                 265,            0.022905,            0.013974,           0.0024839,             0.94097,             0.92946,             0.95948,             0.73323,            0.020549,            0.010047,           0.0038097,            0.000658,            0.000658,            0.000658
                 266,            0.022963,             0.01432,           0.0024532,             0.94115,             0.92868,             0.95787,             0.73374,            0.020568,            0.010048,           0.0038547,          0.00064944,          0.00064944,          0.00064944
                 267,            0.023053,            0.014454,           0.0025987,             0.94161,             0.92852,             0.95891,             0.73346,            0.020569,            0.010069,           0.0038981,          0.00064112,          0.00064112,          0.00064112
                 268,            0.023048,            0.014559,           0.0026618,             0.95024,             0.92221,             0.95875,             0.73535,            0.020583,            0.010084,           0.0039279,          0.00063302,          0.00063302,          0.00063302
                 269,            0.022724,            0.014278,            0.002477,             0.95087,             0.92273,             0.95857,             0.73498,            0.020601,            0.010096,           0.0039511,          0.00062515,          0.00062515,          0.00062515
                 270,            0.022889,            0.013839,           0.0028178,               0.952,             0.92215,             0.95868,             0.73514,            0.020595,            0.010094,           0.0039687,          0.00061752,          0.00061752,          0.00061752
                 271,            0.022866,            0.013889,           0.0027572,              0.9518,             0.92223,             0.95743,             0.73505,            0.020593,            0.010109,            0.003959,          0.00061012,          0.00061012,          0.00061012
                 272,            0.022527,            0.014194,           0.0024575,             0.94407,             0.93242,              0.9586,             0.73524,            0.020584,             0.01011,           0.0039653,          0.00060296,          0.00060296,          0.00060296
                 273,            0.022578,            0.014104,           0.0027505,             0.94429,             0.93254,             0.95734,             0.73584,             0.02057,             0.01011,           0.0039892,          0.00059603,          0.00059603,          0.00059603
                 274,            0.022951,             0.01415,            0.002604,             0.94478,             0.93205,             0.95718,             0.73502,            0.020549,            0.010113,           0.0040087,          0.00058934,          0.00058934,          0.00058934
                 275,            0.022808,            0.013864,           0.0024393,             0.94441,             0.93192,             0.95692,             0.73467,            0.020545,            0.010112,           0.0040106,          0.00058288,          0.00058288,          0.00058288
                 276,            0.022804,            0.013978,           0.0025849,             0.94358,             0.93275,             0.95712,             0.73544,            0.020524,            0.010113,           0.0040176,          0.00057667,          0.00057667,          0.00057667
                 277,            0.022649,            0.013859,           0.0024919,             0.94339,             0.93297,             0.95551,              0.7362,            0.020514,            0.010108,            0.004026,          0.00057069,          0.00057069,          0.00057069
                 278,            0.022935,            0.014462,           0.0026564,             0.94257,             0.93388,             0.95525,             0.73723,            0.020503,            0.010104,           0.0040371,          0.00056495,          0.00056495,          0.00056495
                 279,            0.022789,            0.014137,           0.0024543,             0.95873,             0.92448,             0.95499,             0.73679,            0.020508,            0.010105,           0.0040251,          0.00055945,          0.00055945,          0.00055945
                 280,            0.023023,            0.014803,           0.0029981,             0.95722,             0.92489,             0.95485,             0.73637,            0.020499,            0.010103,           0.0040085,          0.00055419,          0.00055419,          0.00055419
                 281,            0.022526,            0.013543,           0.0027325,             0.95594,             0.92693,             0.95515,             0.73731,            0.020487,            0.010092,           0.0039784,          0.00054917,          0.00054917,          0.00054917
                 282,            0.022606,             0.01377,           0.0025602,             0.94531,             0.93507,             0.95529,             0.73716,            0.020461,            0.010081,           0.0039719,          0.00054439,          0.00054439,          0.00054439
                 283,             0.02274,            0.013936,           0.0025146,             0.94487,             0.93506,             0.95553,             0.73806,            0.020432,             0.01008,           0.0040008,          0.00053985,          0.00053985,          0.00053985
                 284,            0.022823,            0.014402,           0.0026586,             0.94568,             0.93588,             0.95519,             0.73774,            0.020417,            0.010079,           0.0040129,          0.00053556,          0.00053556,          0.00053556
                 285,            0.022664,             0.01401,           0.0025029,              0.9459,             0.93566,             0.95514,             0.73695,            0.020402,            0.010076,            0.004027,          0.00053151,          0.00053151,          0.00053151
                 286,            0.022393,            0.014237,           0.0026267,             0.94523,             0.93587,              0.9552,             0.73684,            0.020395,            0.010085,           0.0039969,           0.0005277,           0.0005277,           0.0005277
                 287,            0.022304,            0.013771,           0.0024348,             0.95716,             0.92554,              0.9548,             0.73732,            0.020407,            0.010099,            0.003968,          0.00052414,          0.00052414,          0.00052414
                 288,            0.023027,             0.01421,           0.0028083,             0.94529,             0.93589,             0.95469,             0.73765,            0.020395,            0.010104,           0.0039682,          0.00052082,          0.00052082,          0.00052082
                 289,            0.022738,            0.014305,           0.0027885,             0.94508,             0.93599,             0.95566,             0.73831,             0.02039,            0.010106,           0.0039518,          0.00051774,          0.00051774,          0.00051774
                 290,            0.022009,             0.01392,           0.0024351,               0.945,             0.93646,             0.95555,             0.73739,            0.020382,            0.010099,           0.0039526,          0.00051491,          0.00051491,          0.00051491
                 291,            0.022495,            0.014161,           0.0026244,             0.94501,             0.93653,             0.95545,             0.73779,            0.020378,            0.010099,           0.0039361,          0.00051233,          0.00051233,          0.00051233
                 292,            0.022884,            0.013483,           0.0029296,              0.9447,             0.93663,             0.95542,             0.73558,            0.020365,            0.010092,           0.0039307,          0.00050999,          0.00050999,          0.00050999
                 293,            0.022278,            0.013599,           0.0024453,             0.94392,             0.93678,             0.95529,             0.73463,            0.020364,            0.010094,           0.0039125,          0.00050789,          0.00050789,          0.00050789
                 294,            0.022663,            0.014375,           0.0025475,             0.94353,             0.93693,             0.95509,             0.73448,            0.020361,            0.010098,           0.0038914,          0.00050604,          0.00050604,          0.00050604
                 295,            0.022822,            0.014246,           0.0027566,             0.94286,             0.93716,             0.95518,             0.73373,            0.020356,            0.010101,           0.0038837,          0.00050444,          0.00050444,          0.00050444
                 296,            0.022867,             0.01432,           0.0026679,             0.95663,              0.9238,             0.95541,             0.73397,             0.02035,            0.010103,           0.0038625,          0.00050308,          0.00050308,          0.00050308
                 297,            0.022495,            0.013485,           0.0025379,             0.95761,              0.9255,             0.95524,             0.73419,            0.020355,            0.010108,            0.003846,          0.00050197,          0.00050197,          0.00050197
                 298,            0.022342,            0.013814,           0.0023003,             0.95503,             0.92684,             0.95534,             0.73615,            0.020365,            0.010113,           0.0038486,          0.00050111,          0.00050111,          0.00050111
                 299,            0.022598,            0.014055,           0.0025227,             0.94352,              0.9358,             0.95527,             0.73703,            0.020359,            0.010113,           0.0038592,          0.00050049,          0.00050049,          0.00050049
